Park Code,Category,Order,Family,Taxa Code,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags,Abundance,Nativeness,Nativeness Tags,Record Status
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,291823,Atriplex littoralis,,Grassleaf Orache,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,110636,Atriplex patula,,Halberd-leaf Orache,Present,,Unknown,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,106142,Atriplex prostrata,,Halberd-leaved Orach,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,117716,Chenopodium album,,"Lamb's Quarters, Pigweed",Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,118586,Chenopodium glaucum,,Oak-leaved goosefoot,Present,,Rare,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,119925,Chenopodium murale,,Nettle-leaved goosefoot,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,153811,Chenopodium simplex,,Maple-leaved Goosefoot,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,195366,Salicornia depressa,,"Slender Glasswort, Samphire",Present,,Common,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,159389,Salicornia maritima,,"Slender Glasswort, Samphire",Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,111892,Salsola kali,,Common Saltwort,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,165468,Suaeda calceoliformis,,American Sea Blite,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,111959,Suaeda linearis,,Tall Seal Blite,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,203848,Suaeda maritima ssp. maritima,,Low Sea Blite,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Amaranthaceae,203850,Suaeda maritima ssp. richii,,Rich's Sea Blite,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,106733,Agrostemma githago,,Corn Cockle; purple cockle,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,109473,Cerastium arvense,,Field Chickweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,202723,Cerastium fontanum ssp. vulgare,,Mouse-ear Chickweed,Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,110349,Cerastium tomentosum,,Chickweed,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,110047,Dianthus armeria,,Deptford Pink,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,110069,Dianthus deltoides,,Maiden Pink,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,110080,Dianthus plumarius,,"Grass Pink, Garden Pink",Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,111374,Honckenya peploides ssp. robusta,,Seabeach Sandwort,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,113750,Minuartia glabra,,Mountain Sandwort,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,289934,Minuartia groenlandica,,Mountain Sandwort,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,114799,Moehringia lateriflora,,Blunt-leaved or Grove Sandwort,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,116450,Sagina nodosa ssp. borealis,,Pearlwort,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,116439,Sagina nodosa ssp. nodosa,,Pearlwort,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,116461,Sagina procumbens,,Birdseye,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,116516,Saponaria officinalis,,"Soapwort, Bouncing Bet",Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,117118,Silene antirrhina,,Sleepy Catchfly,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,117140,Silene armeria,,Garden Catchfly,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,202972,Silene latifolia ssp. alba,,"White Campion, White Cockle",Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,106388,Silene noctiflora,,Night-flowering Catchfly,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,107097,Silene nutans,,"Catchfly, Campion",Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,110819,Silene vulgaris,,Bladder Campion,Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,164019,Spergula arvensis,,Corn Spurry,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,110919,Spergularia canadensis,,White Marsh Spurry,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,111610,Spergularia rubra,,Sand Spurry,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,164998,Spergularia salina,,Salt-marsh Sand Spurry,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,112491,Stellaria alsine,,Bog Chickweed,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,164818,Stellaria borealis,,Chickweed,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,112524,Stellaria calycantha,,Chickweed,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,113260,Stellaria graminea,,Lesser Stitchwort,Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,112424,Stellaria humifusa,,Chickweed,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,113304,Stellaria longifolia,,Long-leaved Stitchwort,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,112457,Stellaria media,,Common Chickweed,Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Caryophyllaceae,163555,Vaccaria hispanica,,"Cowherb, Cow Cockle",Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Droseraceae,125894,Drosera intermedia,,Spatulate-leaved Sundew,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Droseraceae,125898,Drosera rotundifolia,,Round-leaved Sundew,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Droseraceae,210970,Drosera rotundifolia var. comosa,,Round-leaved Sundew,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Molluginaceae,112102,Mollugo verticillata,,Carpetweed,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Montiaceae,111335,Montia fontana,,Blinks,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Plumbaginaceae,121531,Limonium carolinianum,,Sea Lavender,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,159039,Fagopyrum esculentum,,Buckwheat,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,182229,Fallopia cilinodis,,Fringed Bindweed,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,182231,Fallopia convolvulus,,Black Bindweed,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,289666,Fallopia japonica,,Japanese Knotweed,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,182233,Fallopia scandens,,False Buckwheat,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,231758,Persicaria amphibia var. stipulacea,,Water Smartweed,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,191636,Persicaria careyi,,Carey's Knotweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,191645,Persicaria hydropiper,,"Common Smartweed, Water Pepper",Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,191651,Persicaria lapathifolia,,"Nodding Smartweed, Pale Smartweed",Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,670541,Persicaria maculosa,,Lady's Thumb,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,191672,Persicaria pensylvanica,,"Pink Knotweed, Pinkweed",Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,191680,Persicaria punctata,,knotweed,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,161002,Persicaria sagittata,,Arrow-leaved Tearthumb,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,120837,Polygonella articulata,,jointed or sand knotweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,118703,Polygonum arenastrum,,Dooryard Knotweed,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,118747,Polygonum aviculare,,"Doorweed, Common Knotgrass",Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,118814,Polygonum buxiforme,,"Doorweed, Common Knotgrass",Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,119617,Polygonum fowleri,,knotweed,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,193666,Polygonum prolificum,,knotweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,122048,Polygonum raii,,knotweed,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,122594,Polygonum ramosissimum,,Bushy Knotweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,115834,Rumex acetosella,,Sheep Sorrel,Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,117338,Rumex altissimus,,Dock,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,115867,Rumex crispus,,Curled Dock,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,165147,Rumex longifolius,,Dock,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,115889,Rumex obtusifolius,,"Bitter Dock, Broad-leaved Dock",Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,119120,Rumex orbiculatus,,Great Water Dock,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,119122,Rumex pallidus,,"White Dock, Seabeach Dock",Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,119124,Rumex patientia,,Patience Dock,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,216462,Rumex salicifolius var. mexicanus,,Willow Dock,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Polygonaceae,117305,Rumex verticillatus,,Swamp Dock,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Caryophyllales,Portulacaceae,113142,Portulaca oleracea,,Purslane,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Celastrales,Celastraceae,131944,Celastrus orbiculata,,Asiatic Bittersweet,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Ceratophyllales,Ceratophyllaceae,151881,Ceratophyllum echinatum,,Prickly Hornwort,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Commelinales,Pontederiaceae,149529,Pontederia cordata,,Pickerelweed,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Cornales,Cornaceae,130566,Cornus alternifolia,,Pagoda Dogwood,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Cornales,Cornaceae,130569,Cornus canadensis,,Bunchberry,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Cornales,Cornaceae,130563,Cornus rugosa,,Round-leaved Dogwood,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Cornales,Cornaceae,155953,Cornus sericea,,Red-osier Dogwood,Present,,Unknown,Non-native,Cultivated,Approved
ACAD,Vascular Plant,Cucurbitales,Cucurbitaceae,118494,Echinocystis lobata,,Wild Cucumber,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Dipsacales,Adoxaceae,131706,Sambucus canadensis,,Common Elder,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Adoxaceae,131718,Sambucus racemosa ssp. pubens,,"Red-berried Elder, Stinking Elder",Present,,Common,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Adoxaceae,130838,Viburnum acerifolium,,Maple-leaved Viburnum,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Adoxaceae,214151,Viburnum dentatum var. dentatum,,Southern Arrrowwood,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Dipsacales,Adoxaceae,214153,Viburnum dentatum var. lucidum,,Northern Arrowwood,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Adoxaceae,130849,Viburnum lantanoides,,Hobble Bush,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Adoxaceae,214159,Viburnum nudum var. cassinoides,,"Witherod, Wild Raisin",Present,,Common,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Adoxaceae,215326,Viburnum opulus var. opulus,,Highbush Cranberry,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Dipsacales,Caprifoliaceae,131667,Lonicera canadensis,,American Fly Honeysuckle,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Caprifoliaceae,131668,Lonicera japonica,,Japanese honeysuckle,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Caprifoliaceae,131685,Lonicera morrowii,,Morrow's Honeysuckle,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Dipsacales,Caprifoliaceae,162346,Lonicera villosa,,Mountain Fly Honeysuckle,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Caprifoliaceae,211349,Lonicera villosa var. calvescens,,Mountain Fly Honeysuckle,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Caprifoliaceae,211353,Lonicera villosa var. solonis,,Mountain Fly Honeysuckle,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Caprifoliaceae,131671,Lonicera X bella,,honeysuckle,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Dipsacales,Caprifoliaceae,131696,Lonicera xylosteum,,European fly-honeysuckle,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Dipsacales,Caprifoliaceae,131723,Symphoricarpos albus,,Snowberry,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Dipsacales,Diervillaceae,131699,Diervilla lonicera,,Bush Honeysuckle,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Linnaeaceae,201484,Linnaea borealis ssp. longiflora,,"Twinflower, Linnaea",Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Dipsacales,Valerianaceae,131757,Valeriana officinalis,,"Garden Heliotrope, Garden Valerian",Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Equisetales,Equisetaceae,79672,Equisetum arvense,,Field Horsetail,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Equisetales,Equisetaceae,79650,Equisetum fluviatile,,Water Horsetail,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Equisetales,Equisetaceae,79683,Equisetum palustre,,Marsh Horsetail,Not In Park,False Report,,Native,,Approved
ACAD,Vascular Plant,Equisetales,Equisetaceae,80575,Equisetum sylvaticum,,Plumy Horsetail,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Ericales,Actinidiaceae,169757,Actinidia arguta,,"Chinese Gooseberry, Hardy Kiwi",Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Ericales,Balsaminaceae,130156,Impatiens capensis,,"Jewelweed, Spotted Touch-me-not",Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Balsaminaceae,130161,Impatiens glandulifera,,Himalayan Balsam,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Ericales,Clethraceae,127175,Clethra alnifolia,,Sweet Pepperbush,Not In Park,False Report,,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,208880,Andromeda polifolia var. glaucophylla,,Bog Rosemary,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127657,Arctostaphylos uva-ursi,,Bearberry,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127781,Calluna vulgaris,,Scotch Heather,Present,,Rare,Non-native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127784,Chamaedaphne calyculata,,Leatherleaf,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,203456,Chimaphila umbellata ssp. cisatlantica,,Pipsissewa,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,120192,Corema conradii,,Broom Crowberry,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,120184,Empetrum nigrum,,Black Crowberry,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,119272,Epigaea repens,,"Trailing Arbutus, Mayflower",Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,119280,Gaultheria hispidula,,Creeping Snowberry,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,119284,Gaultheria procumbens,,"Wintergreen, Checkerberry",Present,,Common,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,119288,Gaylussacia baccata,,Black Huckleberry,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,212294,Gaylussacia dumosa var. bigeloviana,,Dwarf Huckleberry,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,158318,Kalmia angustifolia,,"Sheep Laurel, Lambkill",Present,,Common,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,119306,Kalmia latifolia,,Mountain Laurel,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,119308,Kalmia polifolia,,Pale Laurel,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,161413,Moneses uniflora,,One-flowered Pyrola,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,161418,Monotropa hypopithys,,Pinesap,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,120222,Monotropa uniflora,,Indian pipe,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,157180,Orthilia secunda,,One-sided Pyrola,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,160801,Pyrola americana,,Round-leaved Pyrola,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,120199,Pyrola chlorantha,,Greenish-flowered Pyrola,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,120201,Pyrola elliptica,,Shinleaf,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,119345,Rhododendron canadense,,Rhodora,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,193215,Rhododendron groenlandicum,,Labrador Tea,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,119367,Rhododendron viscosum,,"Clammy Azalea, Swamp Honeysuckle",Not In Park,False Report,,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127710,Vaccinium angustifolium,,Low Blueberry,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127715,Vaccinium boreale,,Northern Blueberry,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127719,Vaccinium cespitosum,,Dwarf Bilberry,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127704,Vaccinium corymbosum,,Highbush Blueberry,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127732,Vaccinium macrocarpon,,Large Cranberry,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127747,Vaccinium myrtilloides,,Velvetleaf Blueberry,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127753,Vaccinium oxycoccus,,Small Cranberry,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127755,Vaccinium pallidum,,Hillside Blueberry,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,127705,Vaccinium uliginosum,,Bog Blueberry,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Ericales,Ericaceae,204513,Vaccinium vitis-idaea ssp. minus,,Mountain Cranberry,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121724,Anagallis arvensis,,Scarlet Pimpernel,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121656,Glaux maritima,,Sea Milkwort,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,201345,Glaux maritima ssp. obtusifolia,,Sea Milkwort,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121658,Lysimachia ciliata,,Fringed Loosestrife,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121668,Lysimachia nummularia,,Moneywort,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121672,Lysimachia quadrifolia,,Whorled Loosestrife,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121659,Lysimachia terrestris,,Swamp Candles,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121677,Lysimachia thyrsiflora,,Tufted Loosestrife,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121679,Lysimachia vulgaris,,Garden Loosestrife,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121669,Lysimachia X producta,,Loosestrife,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Ericales,Primulaceae,121735,Trientalis borealis,,Starflower,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Ericales,Sarraceniaceae,125871,Sarracenia purpurea,,"Pitcher Plant, Sidesaddle Flower",Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,93011,Amphicarpaea bracteata,,Hog Peanut,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,121397,Apios americana,,"Groundnut, Wild Bean",Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,129226,Coronilla varia,,Crown Vetch,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,123853,Desmodium glutinosum,,Pointed-leaved Tick Trefoil,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,121864,Genista tinctoria,,Dyer's Greenwood,Present,,Rare,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,214930,Lathyrus japonicus var. maritimus,,Beach Pea,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,214934,Lathyrus japonicus var. pellitus,,Beach Pea,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,124594,Lathyrus palustris,,Marsh Vetchling,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,124603,Lathyrus pratensis,,Yellow Vetchling,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,128212,Lotus corniculatus,,Birdsfoot Trefoil,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,124656,Lupinus polyphyllus,,Garden Lupine,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,158887,Medicago lupulina,,Black Medick,Present,,Unknown,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,94869,Medicago sativa,,"Alfalfa, Lucerne",Present,,Unknown,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,126514,Melilotus officinalis,,White Sweet Clover,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,126559,Robinia hispida,,Bristly Locust,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,126552,Robinia pseudo-acacia,,Black Locust,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,126566,Robinia viscosa,,Clammy Locust,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,125131,Thermopsis mollis,,"Bush pea, Piedmont buckbean",Present,,Rare,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,127259,Trifolium arvense,,Rabbit-foot Clover,Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,127261,Trifolium aureum,,"Hop Clover, Yellow clover",Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,127270,Trifolium campestre,,Low Hop Clover,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,126575,Trifolium dubium,,Little Hop Clover,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,127303,Trifolium hybridum,,"Alsike, Alsatian Clover",Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,127361,Trifolium pratense,,Red Clover,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,126576,Trifolium repens,,White Clover,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,127385,Vicia cracca,,"Cow Vetch, Tufted Vetch",Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,128191,Vicia hirsuta,,Vetch,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Fabales,Fabaceae,128204,Vicia sativa,,Narrow-leaved Vetch,Unconfirmed,,,Non-native,,Approved
